Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,3PAr,SOS,Momentum,Intuition,AdjOffSQ,AdjDefSQ,Rim3Rate,KillShotsScored,KillShotsConceded,BPR,PaceVar,RecentForm
Grambling,0.0,100.7,0.0,0.0,0.0,69.9,0.49,0.0,18.2,0.0,49.8,0.38,-9.98,0.0,0.0,98.22606860570163,104.29577300250776,0.435024897324743,11.9,5.7,0.37979739296114523,3.9019977974367137,1.2417557337361766
Grand Canyon,0.0,109.2,0.0,0.0,0.0,69.0,0.517,0.0,15.3,0.0,53.6,0.389,4.07,0.0,0.0,109.91705742570723,96.09812024960095,0.41162613963833167,6.8,5.1,7.557806259336778,4.378992229986365,0.9085954835974845
Green Bay,0.0,114.0,0.0,0.0,0.0,65.2,0.553,0.0,14.2,0.0,49.9,0.371,-3.0,0.0,0.0,114.48977805931673,98.87770339412033,0.5146694630159102,12.3,5.6,11.156346034732156,4.494759641558099,1.6598440675018573
Hampton,0.0,104.3,0.0,0.0,0.0,66.5,0.47,0.0,14.1,0.0,51.0,0.376,-4.53,0.0,0.0,103.61223733617422,102.48290530825466,0.5153937536255025,12.5,4.9,1.9130057396317863,2.662806786974749,2.9090190194339525
Harvard,0.0,108.1,0.0,0.0,0.0,64.0,0.532,0.0,15.3,0.0,50.3,0.401,-4.08,0.0,0.0,106.34318349049646,102.90226002822007,0.41643763675424134,9.0,8.3,3.7019552485359255,2.2663752603652436,-2.131327055750676
Hawaii,0.0,109.6,0.0,0.0,0.0,72.1,0.522,0.0,16.1,0.0,54.5,0.401,-3.57,0.0,0.0,108.54982796915004,96.3462517693738,0.37812023073369405,6.9,4.0,5.967913039551865,3.41176205389134,-1.6359554851095333
High Point,0.0,124.5,0.0,0.0,0.0,71.8,0.566,0.0,11.1,0.0,51.5,0.42,-7.87,0.0,0.0,128.53988908550392,103.88896187879683,0.3710197522667235,10.2,3.6,12.622711606825652,1.6811498497533506,0.21124355033531272
Hofstra,0.0,114.4,0.0,0.0,0.0,65.6,0.522,0.0,13.5,0.0,53.7,0.437,-2.46,0.0,0.0,112.21523505629297,97.57888838654122,0.3824070075582964,12.9,6.4,7.529278846643403,2.6360276583745734,2.1170253620185533
Holy Cross,0.0,103.3,0.0,0.0,0.0,66.1,0.496,0.0,13.7,0.0,47.7,0.374,-6.79,0.0,0.0,98.31922481558263,98.05828498003525,0.3927491121549199,7.7,6.1,1.8818994456367146,4.498176354149443,2.6476186431823177
Houston,0.0,118.4,0.0,0.0,0.0,64.9,0.521,0.0,10.9,0.0,52.2,0.408,11.93,0.0,0.0,115.69531743606261,97.1840893408271,0.5638121335981393,14.1,6.9,12.741450267872827,2.2208162521125776,1.1825578468874711
Houston Christian,0.0,102.5,0.0,0.0,0.0,65.2,0.497,0.0,16.5,0.0,48.8,0.365,-3.61,0.0,0.0,103.64370709366845,96.59932249097903,0.3409264186121403,6.2,8.1,3.4953792048811834,1.5985910545489337,-0.45521724449358225
Howard,0.0,110.4,0.0,0.0,0.0,69.9,0.517,0.0,16.4,0.0,53.6,0.34,-11.83,0.0,0.0,110.17179807485711,102.68275991038509,0.38020983364752103,10.1,8.0,7.454327661901207,4.325659640297618,0.9057235429010735
Idaho,0.0,112.7,0.0,0.0,0.0,69.6,0.531,0.0,13.2,0.0,53.1,0.468,-2.69,0.0,0.0,110.43225306799009,98.60527758929113,0.38207493711720886,11.4,7.0,5.097946553362735,3.237062052017108,-2.4244717936893116
Idaho State,0.0,111.0,0.0,0.0,0.0,66.9,0.52,0.0,14.3,0.0,53.1,0.412,-1.6,0.0,0.0,112.12256837116207,95.61112319279079,0.4420737352940389,10.9,8.0,1.4718581980768422,2.551770624556936,1.5117502077808176
Illinois,0.0,125.5,0.0,0.0,0.0,66.2,0.551,0.0,11.0,0.0,56.7,0.507,11.9,0.0,0.0,128.6099987312404,104.5262361641216,0.4344109274697355,8.5,6.9,11.447647200466564,2.009616138065625,0.677806547700595
Illinois State,0.0,111.0,0.0,0.0,0.0,67.4,0.541,0.0,14.6,0.0,52.5,0.423,0.87,0.0,0.0,112.20301796487198,102.45512097181471,0.35383796397280787,5.6,8.1,4.557172925972617,2.4488015007767867,0.28778374539495166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.46890544763272,0.3508361271384128,0.0,0.0,0.0,3.4801924469212056,0.4476798087642566
Illinois-Chicago,0.0,110.7,0.0,0.0,0.0,67.2,0.507,0.0,14.8,0.0,52.8,0.326,0.49,0.0,0.0,114.37933740531149,98.61237477315153,0.3990069438110392,10.4,4.8,4.723542965363223,4.101023809717711,1.8581050035381244
Incarnate Word,0.0,112.0,0.0,0.0,0.0,66.3,0.521,0.0,14.2,0.0,51.3,0.392,-2.5,0.0,0.0,108.69567975322987,99.69579104606206,0.5098917337713418,6.9,6.0,7.407549469802346,1.7562319867434637,-0.7733035150783631
Indiana,0.0,116.0,0.0,0.0,0.0,66.6,0.561,0.0,13.5,0.0,50.0,0.505,10.7,0.0,0.0,114.55159638045825,103.7515298903613,0.3408278201288668,7.1,5.6,4.190330062568272,4.026829931780893,2.773191308025461
Indiana State,0.0,104.7,0.0,0.0,0.0,68.9,0.536,0.0,17.2,0.0,49.4,0.449,0.72,0.0,0.0,108.61718322709373,104.22500807873342,0.5348115400515334,9.1,3.8,2.4793267443462543,2.750788951022349,-1.9761717062378936
Iona,0.0,105.8,0.0,0.0,0.0,68.4,0.519,0.0,15.1,0.0,48.8,0.459,-7.98,0.0,0.0,109.06041099512967,95.34203051425546,0.5101914177484062,10.1,6.8,0.5510047351039256,4.21072659370493,1.379886434867478
Iowa,0.0,118.2,0.0,0.0,0.0,63.4,0.566,0.0,13.4,0.0,50.8,0.416,9.75,0.0,0.0,116.43317200996869,97.3917898877115,0.35310767039108576,9.0,7.5,10.6190262169002,3.8267037134695716,-2.9770235822410154
Iowa State,0.0,120.0,0.0,0.0,0.0,68.2,0.565,0.0,12.8,0.0,53.5,0.388,10.5,0.0,0.0,114.42941829960857,104.99894860450763,0.33840358762043704,7.5,4.3,11.139532527648576,1.5643465286643736,-0.6858703644917576
IU Indy,0.0,109.3,0.0,0.0,0.0,76.1,0.529,0.0,13.7,0.0,45.9,0.429,-4.14,0.0,0.0,110.60292123385348,102.83275485466359,0.3828091514883159,11.8,7.3,5.565390178372864,2.7808519755137824,1.5369650577583491
Jackson State,0.0,98.1,0.0,0.0,0.0,71.0,0.457,0.0,16.8,0.0,45.8,0.433,-5.96,0.0,0.0,97.22789133235587,95.51046132510609,0.3991870473405993,5.9,4.9,-1.0455343111879019,3.074842470942746,-0.5425751418922513
Jacksonville,0.0,109.8,0.0,0.0,0.0,66.0,0.517,0.0,14.4,0.0,52.4,0.379,-5.04,0.0,0.0,111.25090613011751,99.64971036338069,0.4225102762828184,10.7,4.2,3.118471770303932,3.599608007681386,-1.111046698539674
Jacksonville State,0.0,108.2,0.0,0.0,0.0,66.7,0.509,0.0,14.6,0.0,52.4,0.391,-2.78,0.0,0.0,108.40985697593035,95.98935755120351,0.56387786223675,12.3,4.4,2.295348675072998,3.3606843540758593,-2.7639293469000306
James Madison,0.0,110.5,0.0,0.0,0.0,67.0,0.529,0.0,14.9,0.0,51.5,0.424,-5.24,0.0,0.0,115.64334715191697,100.62858853633915,0.3786357499807229,7.3,4.2,2.315844919211674,2.402341258886961,-2.8455736925647455
Kansas,0.0,110.0,0.0,0.0,0.0,68.2,0.516,0.0,13.5,0.0,51.5,0.357,14.87,0.0,0.0,113.67053732081538,96.95702329086457,0.301586534518428,9.9,5.0,4.180188804610199,2.2713342436121544,1.470201692010862
Kansas City,0.0,96.1,0.0,0.0,0.0,71.9,0.468,0.0,15.9,0.0,45.5,0.369,-1.9,0.0,0.0,97.23925214022383,103.39420458542703,0.41648048644775254,5.9,6.4,-1.5999712254327638,2.5609333933598895,-1.903600319115028
Kansas State,0.0,107.8,0.0,0.0,0.0,73.8,0.533,0.0,15.3,0.0,47.7,0.409,10.87,0.0,0.0,113.01466910457397,100.56214246086132,0.5043514762952369,7.8,7.6,2.2299551400167097,4.4662562431199255,2.8231302361882586
Kennesaw State,0.0,114.2,0.0,0.0,0.0,72.4,0.522,0.0,13.7,0.0,53.3,0.434,-1.99,0.0,0.0,119.0443479775142,101.68976140044661,0.41505889636220816,6.8,3.9,7.682329010083085,3.4618858435976887,-0.6728504007182301
Kent State,0.0,114.7,0.0,0.0,0.0,72.8,0.531,0.0,15.1,0.0,53.7,0.447,-2.45,0.0,0.0,113.46497913336272,101.68259811808184,0.31836644489166516,12.4,3.8,7.80756327252036,4.285053151500492,-1.0223217894505519
Kentucky,0.0,115.7,0.0,0.0,0.0,69.8,0.531,0.0,12.8,0.0,52.1,0.392,12.88,0.0,0.0,114.9473735678254,100.27497257119482,0.3686945329965998,8.4,6.9,3.900963036602849,1.7076227967371982,1.5304220847360712
La Salle,0.0,100.9,0.0,0.0,0.0,66.5,0.457,0.0,15.4,0.0,50.3,0.315,4.01,0.0,0.0,99.54887816874209,99.26426668519032,0.5831813370852451,10.4,4.0,-3.101329653138677,1.5313367888528286,1.9385238101842512
Lafayette,0.0,102.9,0.0,0.0,0.0,67.2,0.492,0.0,13.5,0.0,48.0,0.4,-6.58,0.0,0.0,99.31501623250857,100.9786996923474,0.41337169834288734,9.8,5.6,-0.9743523992128273,4.14233131994711,1.034669355853351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.31024516494685,0.4537202420517946,0.0,0.0,0.0,1.7655576440594194,-2.303827836296276
Lamar,0.0,105.0,0.0,0.0,0.0,66.3,0.486,0.0,15.0,0.0,52.9,0.345,-3.64,0.0,0.0,102.19400489832441,96.29420539562464,0.5873654861426422,8.0,4.2,4.489755313088815,3.6674762631091857,-0.49280795051653215
Le Moyne,0.0,105.1,0.0,0.0,0.0,69.4,0.529,0.0,16.9,0.0,49.8,0.405,-9.3,0.0,0.0,109.0602612071726,102.28445737627577,0.4839713735303492,9.7,5.9,3.0033716826220287,2.911764913540133,0.17052702985953383
Lehigh,0.0,105.7,0.0,0.0,0.0,67.1,0.534,0.0,15.8,0.0,47.1,0.389,-7.03,0.0,0.0,108.55916969845663,103.52743796970753,0.3003399455726705,6.4,6.8,3.808472296146773,2.620214149978583,0.04106149487025479
Liberty,0.0,119.4,0.0,0.0,0.0,65.0,0.612,0.0,12.4,0.0,46.6,0.492,-1.55,0.0,0.0,123.58006248000754,98.56527357492844,0.5757877298880195,12.0,5.4,8.444614414880586,2.7537240123313587,-1.6995471001453606
Lindenwood,0.0,105.5,0.0,0.0,0.0,73.7,0.501,0.0,15.6,0.0,51.6,0.307,-8.43,0.0,0.0,105.82903026020043,100.0773255387287,0.32348187322073474,5.7,4.4,4.979295954914445,4.009536666576986,1.4288196110938847
Lipscomb,0.0,111.9,0.0,0.0,0.0,70.9,0.549,0.0,14.0,0.0,49.0,0.482,-4.75,0.0,0.0,110.05031892102629,95.15224824760004,0.3806737228752521,8.3,7.6,2.03548553139203,3.289096434989283,1.0221302546396156
Little Rock,0.0,103.0,0.0,0.0,0.0,68.5,0.501,0.0,16.0,0.0,48.1,0.309,-7.7,0.0,0.0,98.59683782174042,98.38294843151884,0.3151735282210106,8.3,4.2,3.1128632371582734,2.5495131502755592,2.531653089627447
Long Beach State,0.0,103.8,0.0,0.0,0.0,71.3,0.514,0.0,15.7,0.0,49.3,0.342,0.27,0.0,0.0,100.21837178591407,96.29388730706819,0.3804243169736436,6.2,5.3,1.4231749297296938,4.2922330430253135,2.733759874736597
Long Island University,0.0,108.3,0.0,0.0,0.0,68.1,0.533,0.0,16.4,0.0,51.3,0.29,-7.91,0.0,0.0,108.72003242803777,102.67612506647576,0.4576562743041895,5.8,4.8,3.4767401273297596,4.170012093256144,-1.376787503474244
Longwood,0.0,108.1,0.0,0.0,0.0,70.2,0.512,0.0,16.6,0.0,53.9,0.335,-7.86,0.0,0.0,106.95533205801514,102.03199405416288,0.49196727382969685,6.2,7.1,5.975993369612176,2.132751292041159,1.5260975180432577
Louisiana,0.0,99.3,0.0,0.0,0.0,64.1,0.471,0.0,14.5,0.0,46.7,0.405,-5.02,0.0,0.0,95.39928991684236,100.36340370961085,0.557819891858802,5.6,6.3,1.4087156508918832,3.9209805309951506,2.9174725316319714
Louisiana State,0.0,115.5,0.0,0.0,0.0,68.6,0.528,0.0,13.4,0.0,51.6,0.345,9.76,0.0,0.0,113.37380949491443,96.98785063889888,0.5234105417068651,13.0,6.8,8.59979011724931,3.388482513256638,1.3450078475537293
Louisiana Tech,0.0,106.1,0.0,0.0,0.0,65.1,0.491,0.0,15.4,0.0,53.8,0.335,-2.96,0.0,0.0,103.60720030481683,102.70091979036884,0.41300111330999795,12.3,3.9,4.337064691171877,1.5226755973093586,-1.362306202647315
Louisiana-Monroe,0.0,101.1,0.0,0.0,0.0,71.1,0.479,0.0,15.0,0.0,44.8,0.415,-4.84,0.0,0.0,102.37901983643118,98.58766857002243,0.3957728090400234,10.5,7.7,0.7921651870064481,2.1092623786233053,-1.6577386171381778
Louisville,0.0,119.4,0.0,0.0,0.0,71.0,0.564,0.0,14.1,0.0,53.7,0.528,10.84,0.0,0.0,120.25932640937563,103.60182465181562,0.5585649593079121,9.7,4.4,11.285724561933355,2.793097460778882,-2.6389223016030243
Loyola (IL),0.0,101.0,0.0,0.0,0.0,65.9,0.498,0.0,17.1,0.0,50.4,0.477,2.87,0.0,0.0,98.18604223780692,97.68238739947675,0.3698838032026592,12.0,5.8,2.544222736422706,2.122338392170209,-0.7430701993420461
Loyola (MD),0.0,108.1,0.0,0.0,0.0,68.5,0.512,0.0,13.6,0.0,49.9,0.47,-8.49,0.0,0.0,111.8608925892481,104.97422266338981,0.5372032730063241,6.2,8.0,7.1478379018580664,2.0176959273427473,0.8810009624650326
Loyola Marymount,0.0,107.0,0.0,0.0,0.0,68.6,0.528,0.0,15.2,0.0,48.8,0.4,1.52,0.0,0.0,102.12903903513573,100.07861995043619,0.516033881182572,8.8,4.9,2.8756747847001405,4.080175579386411,-2.404781176214846
Maine,0.0,95.6,0.0,0.0,0.0,65.4,0.505,0.0,17.4,0.0,43.2,0.374,-9.57,0.0,0.0,95.33937282450493,100.16237995679225,0.5655288514286748,7.6,8.3,1.9629094683328159,3.5063834888729315,-2.929115518189233
Manhattan,0.0,107.1,0.0,0.0,0.0,68.3,0.486,0.0,13.4,0.0,46.4,0.373,-7.89,0.0,0.0,111.82753056249753,96.99392523544745,0.5518421319460679,10.0,7.4,5.407497776148414,1.6948728425816588,-1.891498619439812
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.66102163669706,0.37176918004262377,0.0,0.0,0.0,2.4337364891024835,-1.196374404793358
Marist,0.0,104.3,0.0,0.0,0.0,66.5,0.498,0.0,14.6,0.0,51.2,0.347,-8.59,0.0,0.0,107.08208287679865,95.13912837731148,0.5047235269576147,5.6,6.7,4.5282634762194665,3.9448695474772437,-0.34797430422490927
Marquette,0.0,106.0,0.0,0.0,0.0,70.1,0.505,0.0,13.9,0.0,47.0,0.422,9.85,0.0,0.0,104.8647040074467,101.42368621063207,0.5676042305496503,7.9,8.4,2.9571999620947125,3.605320076836856,-0.8750091242201896
Marshall,0.0,114.7,0.0,0.0,0.0,70.7,0.551,0.0,14.2,0.0,50.3,0.444,-4.4,0.0,0.0,111.14287723388956,99.35638526884269,0.590922116226506,6.3,4.9,4.485169473283994,4.161624528486887,0.09271302199034515
Maryland,0.0,104.1,0.0,0.0,0.0,66.7,0.481,0.0,15.7,0.0,51.5,0.469,11.69,0.0,0.0,104.10345782359724,103.69655363069073,0.5197434283789809,9.8,5.8,0.07963368636572854,3.7928399148053917,0.5523780852574451
Maryland-Baltimore County,0.0,113.0,0.0,0.0,0.0,66.9,0.542,0.0,12.7,0.0,51.8,0.392,-11.86,0.0,0.0,108.92764743385868,100.55976204656709,0.43668986325443243,9.4,6.7,6.240025700775704,3.9081283433696523,-0.9806600017288867
Maryland-Eastern Shore,0.0,97.3,0.0,0.0,0.0,64.9,0.494,0.0,20.5,0.0,50.3,0.333,-8.34,0.0,0.0,101.21328507223775,99.25199925880491,0.5528767194655584,7.9,8.4,1.3270461319685438,3.4114889724009267,-2.1562945252626324
Massachusetts,0.0,110.3,0.0,0.0,0.0,71.1,0.53,0.0,15.3,0.0,53.9,0.353,-3.22,0.0,0.0,110.33487122614845,100.10187835143027,0.4124829998763098,13.0,6.3,6.303522158764249,3.074771695670923,1.277263093301921
Massachusetts-Lowell,0.0,107.9,0.0,0.0,0.0,69.4,0.51,0.0,14.9,0.0,53.2,0.309,-8.4,0.0,0.0,111.54484161271053,97.63915813369442,0.5159682912573088,11.4,8.1,3.864947385557017,1.6502321670613747,1.9599109821885
McNeese State,0.0,117.6,0.0,0.0,0.0,67.3,0.523,0.0,11.9,0.0,51.1,0.347,-2.03,0.0,0.0,120.4945439815748,101.26491085139544,0.5375833482264625,8.5,6.4,7.096323395018656,2.5809138563930234,-2.6615754137660232
Memphis,0.0,104.6,0.0,0.0,0.0,71.4,0.487,0.0,16.0,0.0,49.8,0.337,5.43,0.0,0.0,101.78602168539643,104.14013314856408,0.5753996507683629,6.9,5.1,-0.8083217985524072,2.1858274139099123,-0.6129070032035062
Mercer,0.0,116.6,0.0,0.0,0.0,70.9,0.533,0.0,12.5,0.0,50.8,0.406,-5.19,0.0,0.0,113.04454676206784,96.27496752882601,0.41443386804890064,10.1,4.3,10.643525825006892,3.2237315105197393,-2.365219498751488
Mercyhurst,0.0,105.2,0.0,0.0,0.0,65.0,0.504,0.0,12.7,0.0,48.6,0.315,-9.44,0.0,0.0,100.70645249140735,97.69998050307358,0.47163976453121875,11.3,4.4,5.254546372234284,3.312531006075521,-0.6122637985675521
Merrimack,0.0,106.4,0.0,0.0,0.0,63.7,0.491,0.0,13.2,0.0,42.9,0.461,-6.33,0.0,0.0,111.30959133424565,104.97861765862943,0.5965751561599476,5.8,7.5,1.7620262137070057,4.430850605114248,0.993073011314205
Miami (FL),0.0,118.2,0.0,0.0,0.0,69.3,0.556,0.0,13.7,0.0,55.6,0.317,7.29,0.0,0.0,115.76999263036726,101.9247176737021,0.469478094517346,12.1,5.8,5.2583614881078535,2.689286978790593,-0.9217988759728817
Miami (OH),0.0,123.9,0.0,0.0,0.0,72.1,0.612,0.0,12.9,0.0,51.4,0.447,-5.48,0.0,0.0,125.0808651164016,103.93325977333718,0.4588876167543839,13.2,7.1,9.568963223087202,1.923564810963338,0.33009729672983923
Michigan,0.0,121.4,0.0,0.0,0.0,71.6,0.582,0.0,14.6,0.0,56.3,0.419,14.54,0.0,0.0,118.10098430976522,96.42199341281187,0.4506781140742623,8.0,5.2,8.913435401090213,3.534508892752936,-2.484033155156873
Michigan State,0.0,117.3,0.0,0.0,0.0,66.8,0.536,0.0,14.4,0.0,58.5,0.364,12.92,0.0,0.0,111.59996134267051,102.0714653059497,0.5889060671860863,9.1,4.2,8.893968731538875,4.3563669636012206,1.8207788769833348
Middle Tennessee,0.0,109.6,0.0,0.0,0.0,67.3,0.523,0.0,14.4,0.0,51.5,0.459,1.39,0.0,0.0,112.41321810284059,103.54393461049025,0.4072906810600776,8.9,4.9,5.537929932818928,3.0207612693712536,-0.8061007919319838
Milwaukee,0.0,109.7,0.0,0.0,0.0,69.5,0.505,0.0,12.7,0.0,51.3,0.375,-2.23,0.0,0.0,108.34307274997661,102.20814790022685,0.5197713840975673,8.2,4.9,4.210857562605214,1.668373658496501,-0.8536503395027049
Minnesota,0.0,109.9,0.0,0.0,0.0,63.0,0.542,0.0,14.7,0.0,48.9,0.471,8.96,0.0,0.0,109.09852916262452,98.26069954090873,0.5073863576873922,5.5,4.0,5.161241529025554,2.982562184174666,-2.755879003064778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.49920669528798,0.5129184957337047,0.0,0.0,0.0,2.9282349136326755,-0.6665687164740068
Mississippi,0.0,109.2,0.0,0.0,0.0,68.3,0.504,0.0,12.2,0.0,48.0,0.355,11.37,0.0,0.0,112.67535451179604,97.74995399234716,0.5594127282902014,11.4,6.1,5.341972923603342,4.029294411762292,-2.046504725665155
Mississippi State,0.0,107.4,0.0,0.0,0.0,71.5,0.515,0.0,13.9,0.0,49.8,0.401,11.47,0.0,0.0,102.28140392442974,104.09337530200268,0.46760858439581837,5.6,8.4,1.988539500594908,1.9055022235265129,-2.0735011868538953
Mississippi Valley State,0.0,91.1,0.0,0.0,0.0,70.0,0.457,0.0,19.2,0.0,45.3,0.308,-7.88,0.0,0.0,89.38672908369634,96.6480984723648,0.5694597148088494,10.7,6.5,-2.910123359042907,3.833992157234289,-0.30354906182465147
Missouri,0.0,115.6,0.0,0.0,0.0,68.4,0.553,0.0,15.3,0.0,52.6,0.36,8.77,0.0,0.0,110.9808442943739,102.78235091853234,0.4620972502085517,7.5,6.8,7.2661953006814155,3.7202267053082783,-2.0389584519320625
Missouri State,0.0,110.5,0.0,0.0,0.0,66.9,0.517,0.0,14.0,0.0,50.6,0.409,-1.39,0.0,0.0,111.17972904071975,104.58455998700724,0.49771034750419235,11.9,7.4,5.967693750835252,3.3342656517859117,2.501918758256383
Monmouth,0.0,106.4,0.0,0.0,0.0,67.5,0.498,0.0,14.4,0.0,49.7,0.343,-3.13,0.0,0.0,101.91661613381267,100.05731171565503,0.32241772265619484,6.5,6.2,3.3216624098939165,2.224479413943396,-1.940664293916295
Montana,0.0,108.6,0.0,0.0,0.0,71.2,0.564,0.0,17.5,0.0,50.4,0.418,-0.45,0.0,0.0,107.23997407261535,102.58319926465043,0.4815291198161075,9.7,4.7,4.515309075588062,2.2929793495396,1.6287289261763054
Montana State,0.0,114.4,0.0,0.0,0.0,67.6,0.551,0.0,13.0,0.0,50.3,0.454,-1.04,0.0,0.0,109.75923208868507,96.46663542383632,0.5196441086961233,11.3,5.2,8.84878364476127,1.6970494355834818,2.6152096667615257
Morehead State,0.0,110.8,0.0,0.0,0.0,67.4,0.513,0.0,14.7,0.0,51.6,0.306,-7.55,0.0,0.0,108.37435834826343,102.6884658976998,0.5411156355824976,10.6,6.3,3.7329834596220755,4.0984586364828,-2.745079372071574
Morgan State,0.0,105.1,0.0,0.0,0.0,71.3,0.483,0.0,15.1,0.0,48.7,0.357,-10.91,0.0,0.0,106.75964485972916,99.53573877288271,0.5402251991381359,7.0,7.2,2.738270780977961,2.300495406006486,0.2033360209694035
Mount St. Mary's,0.0,100.2,0.0,0.0,0.0,67.7,0.508,0.0,19.3,0.0,52.6,0.431,-7.21,0.0,0.0,96.93994288020248,96.2207558665984,0.46145469118296967,6.5,4.7,-2.3538938099318485,2.664650013588817,-0.4861092614060418
Murray State,0.0,115.3,0.0,0.0,0.0,72.3,0.538,0.0,14.0,0.0,51.0,0.448,0.51,0.0,0.0,118.15741814452313,96.69276899692545,0.43118056942752836,8.6,7.3,8.795731818615284,2.826237723247436,1.5662607533973623
Navy,0.0,113.3,0.0,0.0,0.0,65.2,0.536,0.0,14.8,0.0,54.5,0.335,-9.88,0.0,0.0,118.32579954813498,104.58603060473295,0.5880594388800766,7.5,7.1,5.169742755497789,3.6849044812768414,-0.8802611754874827
NC State,0.0,119.0,0.0,0.0,0.0,69.5,0.553,0.0,11.5,0.0,49.3,0.439,10.85,0.0,0.0,113.52177851860209,96.69211242337805,0.4081228044863508,8.4,6.2,10.11791634007076,2.2102242709049293,0.5329281164750355
Nebraska,0.0,114.0,0.0,0.0,0.0,67.3,0.554,0.0,12.8,0.0,50.2,0.507,10.48,0.0,0.0,110.89801251279972,99.89097436281602,0.3535831671116626,11.4,6.8,8.131692310873444,3.036453713695396,2.003008383085093
Nevada,0.0,112.0,0.0,0.0,0.0,66.8,0.497,0.0,12.8,0.0,52.1,0.323,5.83,0.0,0.0,113.07172580170949,98.12976319346593,0.5974440436534774,8.5,7.3,5.658739539744703,2.4640236296468347,-0.12397666653813899
Nevada-Las Vegas,0.0,111.1,0.0,0.0,0.0,70.7,0.532,0.0,14.6,0.0,50.2,0.358,6.11,0.0,0.0,115.67262267188136,104.73294363027247,0.31283401908009645,11.3,4.8,7.376354245037738,4.208699221670635,0.6663347315110804
New Hampshire,0.0,99.7,0.0,0.0,0.0,67.7,0.476,0.0,14.0,0.0,48.9,0.434,-7.25,0.0,0.0,104.46492309278405,104.4873765595533,0.34412569359729145,9.1,4.4,-0.4767918758134594,3.2211316888721457,1.7594275663786632
New Haven,0.0,101.1,0.0,0.0,0.0,64.2,0.504,0.0,15.4,0.0,48.7,0.403,-7.67,0.0,0.0,97.24034587418679,103.81442079019804,0.4677345483103282,5.5,6.0,1.8372403943557332,4.0857380657879325,-0.19691040532880555
New Mexico,0.0,114.2,0.0,0.0,0.0,70.6,0.538,0.0,13.2,0.0,51.7,0.429,5.06,0.0,0.0,109.7264293392463,103.7058195953382,0.5659577905452485,8.5,6.7,6.106194933059996,4.47426070451543,-0.14658387975309384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.44115503302363,0.36404981726432195,0.0,0.0,0.0,3.2533580914266516,0.7081989142601839
New Mexico State,0.0,109.0,0.0,0.0,0.0,68.1,0.49,0.0,12.9,0.0,51.5,0.381,-1.34,0.0,0.0,114.0695275973914,97.939790689255,0.34308270805021723,6.7,5.9,5.430718927328971,3.4557793704161175,0.9609867139697448
New Orleans,0.0,106.2,0.0,0.0,0.0,69.7,0.496,0.0,17.4,0.0,51.6,0.337,-0.79,0.0,0.0,105.63973356872047,104.90285712076724,0.41345762062184427,6.5,7.2,-1.4598080105268778,3.377437640435061,-1.498390293533034
Niagara,0.0,100.8,0.0,0.0,0.0,63.1,0.508,0.0,16.7,0.0,46.5,0.402,-7.84,0.0,0.0,103.78877613754574,102.42871508816597,0.44313314240990204,10.9,8.3,0.4241361982347036,3.0670552313000723,-2.440834579869679
Nicholls State,0.0,105.3,0.0,0.0,0.0,68.7,0.51,0.0,15.0,0.0,46.5,0.442,-2.04,0.0,0.0,101.08258465712387,99.44917483469314,0.35171928351049864,12.0,8.3,2.5683369604702286,1.698892697479684,-0.35362414350784466
NJIT,0.0,98.1,0.0,0.0,0.0,68.3,0.467,0.0,14.8,0.0,47.6,0.407,-8.26,0.0,0.0,100.51854850875597,104.08845183988697,0.5257383827353167,5.3,6.1,0.6502900490077939,3.328257093649314,2.580838572068954
Norfolk State,0.0,108.9,0.0,0.0,0.0,70.1,0.515,0.0,15.1,0.0,51.4,0.302,-10.52,0.0,0.0,110.41514079592369,95.04751480117739,0.353200951515853,6.2,7.6,4.540274782221522,3.864813896415657,-1.2400965796420218
North Alabama,0.0,104.4,0.0,0.0,0.0,65.9,0.487,0.0,14.7,0.0,49.5,0.338,-5.49,0.0,0.0,105.32224359086568,98.55419181535791,0.3587689924606568,5.4,5.4,-0.3553198736641039,2.5014069614981556,-0.4113985088496015
North Carolina,0.0,116.0,0.0,0.0,0.0,68.8,0.546,0.0,12.2,0.0,52.6,0.423,10.94,0.0,0.0,111.0269236166555,99.41347569018654,0.33411119306017434,8.8,6.2,10.422798668471916,2.5295399973664816,0.18619026456563015
North Carolina A&T,0.0,107.4,0.0,0.0,0.0,69.6,0.512,0.0,15.9,0.0,52.8,0.325,-4.94,0.0,0.0,102.11763233406074,96.09645566998675,0.3950368456271235,6.5,7.8,0.4085569238826907,2.1847407716877276,-1.5564848143165544
